Country;Country_code;Who_region;Wb_income;Year;Month;Agegroup;Deaths;
Kuwait;KWT;EMR;HIC;2025;9;65+;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;2;5_14;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;9;65+;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;1;65+;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;9;0_4;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;1;5_14;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;8;65+;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;7;65+;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;11;65+;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;6;15_64;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;10;65+;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;9;5_14;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;5;5_14;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;9;15_64;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;8;5_14;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;5;15_64;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;8;15_64;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;7;5_14;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;10;5_14;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;2;65+;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;11;5_14;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;3;5_14;;
International conveyance (FESCO);XXF;OTHER;;2025;12;15_64;;
International conveyance (FESCO);XXF;OTHER;;2025;4;65+;;
International conveyance (FESCO);XXF;OTHER;;2025;9;0_4;;
International conveyance (FESCO);XXF;OTHER;;2025;3;65+;;
International conveyance (FESCO);XXF;OTHER;;2025;8;5_14;;
International conveyance (FESCO);XXF;OTHER;;2025;2;65+;;
International conveyance (FESCO);XXF;OTHER;;2025;8;0_4;;
International conveyance (FESCO);XXF;OTHER;;2025;1;65+;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;4;0_4;;
International conveyance (FESCO);XXF;OTHER;;2025;7;65+;;
International conveyance (FESCO);XXF;OTHER;;2025;7;0_4;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;12;15_64;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;11;0_4;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;10;0_4;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;7;15_64;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;4;65+;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;4;5_14;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;3;65+;;
International conveyance (FESCO);XXF;OTHER;;2025;7;5_14;;
International conveyance (FESCO);XXF;OTHER;;2025;5;5_14;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;6;0_4;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;3;0_4;;
International conveyance (cruise ship);XXV;OTHER;;2025;12;0_4;;
International conveyance (cruise ship);XXV;OTHER;;2025;3;65+;;
International conveyance (cruise ship);XXV;OTHER;;2025;11;65+;;
International conveyance (cruise ship);XXV;OTHER;;2025;3;5_14;;
International conveyance (cruise ship);XXV;OTHER;;2025;10;65+;;
International conveyance (cruise ship);XXV;OTHER;;2025;3;0_4;;
International conveyance (cruise ship);XXV;OTHER;;2025;9;5_14;;
International conveyance (cruise ship);XXV;OTHER;;2025;2;65+;;
International conveyance (cruise ship);XXV;OTHER;;2025;9;15_64;;
International conveyance (cruise ship);XXV;OTHER;;2025;2;5_14;;
International conveyance (cruise ship);XXV;OTHER;;2025;8;5_14;;
International conveyance (cruise ship);XXV;OTHER;;2025;2;0_4;;
International conveyance (cruise ship);XXV;OTHER;;2025;8;15_64;;
International conveyance (cruise ship);XXV;OTHER;;2025;1;65+;;
International conveyance (cruise ship);XXV;OTHER;;2025;7;5_14;;
International conveyance (cruise ship);XXV;OTHER;;2025;1;5_14;;
International conveyance (cruise ship);XXV;OTHER;;2025;7;0_4;;
International conveyance (cruise ship);XXV;OTHER;;2025;4;5_14;;
International conveyance (cruise ship);XXV;OTHER;;2025;4;65+;;
International conveyance (cruise ship);XXV;OTHER;;2025;7;15_64;;
International conveyance (cruise ship);XXV;OTHER;;2025;8;0_4;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;5;0_4;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;4;15_64;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;2;0_4;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;3;15_64;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;12;65+;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;1;0_4;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;2;15_64;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;12;5_14;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;5;65+;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;1;15_64;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;11;15_64;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;10;15_64;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;8;0_4;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;7;0_4;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;6;65+;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;6;5_14;;
International conveyance (cruise ship);XXV;OTHER;;2025;12;15_64;;
International conveyance (cruise ship);XXV;OTHER;;2025;9;0_4;;
International conveyance (Diamond Princess);XXJ;OTHER;;2025;12;0_4;;
International conveyance (cruise ship);XXV;OTHER;;2025;1;0_4;;
International conveyance (FESCO);XXF;OTHER;;2025;12;5_14;;
International conveyance (FESCO);XXF;OTHER;;2025;12;65+;;
International conveyance (Grand Princess);XXU;OTHER;;2025;6;15_64;;
International conveyance (Grand Princess);XXU;OTHER;;2025;1;0_4;;
International conveyance (Grand Princess);XXU;OTHER;;2025;5;15_64;;
International conveyance (Grand Princess);XXU;OTHER;;2025;4;5_14;;
International conveyance (Grand Princess);XXU;OTHER;;2025;3;5_14;;
International conveyance (Grand Princess);XXU;OTHER;;2025;2;5_14;;
International conveyance (Grand Princess);XXU;OTHER;;2025;1;5_14;;
International conveyance (Grand Princess);XXU;OTHER;;2025;12;5_14;;
International conveyance (Grand Princess);XXU;OTHER;;2025;12;0_4;;
International conveyance (Grand Princess);XXU;OTHER;;2025;11;65+;;
International conveyance (Grand Princess);XXU;OTHER;;2025;10;65+;;
International conveyance (Grand Princess);XXU;OTHER;;2025;9;15_64;;
International conveyance (Grand Princess);XXU;OTHER;;2025;12;65+;;
International conveyance (Grand Princess);XXU;OTHER;;2025;7;0_4;;
International conveyance (Grand Princess);XXU;OTHER;;2025;11;5_14;;
International conveyance (Grand Princess);XXU;OTHER;;2025;6;65+;;
International conveyance (Grand Princess);XXU;OTHER;;2025;11;15_64;;
International conveyance (Grand Princess);XXU;OTHER;;2025;1;65+;;
International conveyance (Grand Princess);XXU;OTHER;;2025;7;65+;;
International conveyance (Grand Princess);XXU;OTHER;;2025;2;0_4;;
International conveyance (Grand Princess);XXU;OTHER;;2025;8;65+;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;5;15_64;;
International conveyance (Grand Princess);XXU;OTHER;;2025;12;15_64;;
International conveyance (Grand Princess);XXU;OTHER;;2025;9;5_14;;
International conveyance (Grand Princess);XXU;OTHER;;2025;9;0_4;;
International conveyance (Grand Princess);XXU;OTHER;;2025;8;5_14;;
International conveyance (Grand Princess);XXU;OTHER;;2025;8;15_64;;
International conveyance (Grand Princess);XXU;OTHER;;2025;8;0_4;;
International conveyance (Grand Princess);XXU;OTHER;;2025;7;5_14;;
International conveyance (Grand Princess);XXU;OTHER;;2025;5;65+;;
International conveyance (Grand Princess);XXU;OTHER;;2025;7;15_64;;
International conveyance (Grand Princess);XXU;OTHER;;2025;11;0_4;;
International conveyance (Grand Princess);XXU;OTHER;;2025;4;0_4;;
International conveyance (Grand Princess);XXU;OTHER;;2025;10;5_14;;
International conveyance (Grand Princess);XXU;OTHER;;2025;3;65+;;
International conveyance (Grand Princess);XXU;OTHER;;2025;10;0_4;;
International conveyance (Grand Princess);XXU;OTHER;;2025;3;0_4;;
International conveyance (Grand Princess);XXU;OTHER;;2025;9;65+;;
International conveyance (Grand Princess);XXU;OTHER;;2025;2;65+;;
International conveyance (Grand Princess);XXU;OTHER;;2025;4;65+;;
International conveyance (FESCO);XXF;OTHER;;2025;6;0_4;;
International conveyance (Grand Princess);XXU;OTHER;;2025;10;15_64;;
International conveyance (Grand Princess);XXU;OTHER;;2025;6;5_14;;
International conveyance (FESCO);XXF;OTHER;;2025;5;65+;;
International conveyance (FESCO);XXF;OTHER;;2025;5;15_64;;
International conveyance (FESCO);XXF;OTHER;;2025;4;5_14;;
International conveyance (FESCO);XXF;OTHER;;2025;4;0_4;;
International conveyance (FESCO);XXF;OTHER;;2025;3;5_14;;
International conveyance (FESCO);XXF;OTHER;;2025;3;0_4;;
International conveyance (FESCO);XXF;OTHER;;2025;2;5_14;;
International conveyance (FESCO);XXF;OTHER;;2025;2;0_4;;
International conveyance (FESCO);XXF;OTHER;;2025;1;5_14;;
International conveyance (FESCO);XXF;OTHER;;2025;1;0_4;;
International conveyance (FESCO);XXF;OTHER;;2025;12;0_4;;
International conveyance (FESCO);XXF;OTHER;;2025;9;65+;;
International conveyance (FESCO);XXF;OTHER;;2025;9;15_64;;
International conveyance (FESCO);XXF;OTHER;;2025;8;65+;;
International conveyance (FESCO);XXF;OTHER;;2025;8;15_64;;
International conveyance (FESCO);XXF;OTHER;;2025;7;15_64;;
International conveyance (FESCO);XXF;OTHER;;2025;6;5_14;;
International conveyance (FESCO);XXF;OTHER;;2025;6;15_64;;
International conveyance (FESCO);XXF;OTHER;;2025;1;15_64;;
International conveyance (FESCO);XXF;OTHER;;2025;6;65+;;
International conveyance (FESCO);XXF;OTHER;;2025;2;15_64;;
International conveyance (Grand Princess);XXU;OTHER;;2025;3;15_64;;
International conveyance (Grand Princess);XXU;OTHER;;2025;6;0_4;;
International conveyance (Grand Princess);XXU;OTHER;;2025;2;15_64;;
International conveyance (Grand Princess);XXU;OTHER;;2025;5;5_14;;
International conveyance (Grand Princess);XXU;OTHER;;2025;1;15_64;;
International conveyance (Grand Princess);XXU;OTHER;;2025;5;0_4;;
International conveyance (FESCO);XXF;OTHER;;2025;11;65+;;
International conveyance (FESCO);XXF;OTHER;;2025;11;5_14;;
International conveyance (Grand Princess);XXU;OTHER;;2025;4;15_64;;
International conveyance (FESCO);XXF;OTHER;;2025;11;0_4;;
International conveyance (FESCO);XXF;OTHER;;2025;10;5_14;;
International conveyance (FESCO);XXF;OTHER;;2025;10;0_4;;
International conveyance (FESCO);XXF;OTHER;;2025;5;0_4;;
International conveyance (FESCO);XXF;OTHER;;2025;11;15_64;;
International conveyance (FESCO);XXF;OTHER;;2025;4;15_64;;
International conveyance (FESCO);XXF;OTHER;;2025;10;15_64;;
International conveyance (FESCO);XXF;OTHER;;2025;3;15_64;;
International conveyance (FESCO);XXF;OTHER;;2025;9;5_14;;
International conveyance (FESCO);XXF;OTHER;;2025;10;65+;;
International conveyance (cruise ship);XXV;OTHER;;2025;5;65+;;
International conveyance (cruise ship);XXV;OTHER;;2025;4;15_64;;
International conveyance (cruise ship);XXV;OTHER;;2025;3;15_64;;
International conveyance (CHARO);XXL;OTHER;;2025;2;65+;;
International conveyance (CHARO);XXL;OTHER;;2025;9;65+;;
International conveyance (CHARO);XXL;OTHER;;2025;1;65+;;
International conveyance (CHARO);XXL;OTHER;;2025;8;65+;;
International conveyance (CHARO);XXL;OTHER;;2025;7;65+;;
International conveyance (CHARO);XXL;OTHER;;2025;7;0_4;;
International conveyance (CHARO);XXL;OTHER;;2025;6;15_64;;
International conveyance (CHARO);XXL;OTHER;;2025;5;15_64;;
Indonesia;IDN;WPR;UMC;2025;12;65+;;
Indonesia;IDN;WPR;UMC;2025;11;15_64;;
Indonesia;IDN;WPR;UMC;2025;10;5_14;;
Indonesia;IDN;WPR;UMC;2025;10;15_64;;
Indonesia;IDN;WPR;UMC;2025;9;0_4;;
Indonesia;IDN;WPR;UMC;2025;11;65+;;
Indonesia;IDN;WPR;UMC;2025;8;0_4;;
Indonesia;IDN;WPR;UMC;2025;11;5_14;;
Indonesia;IDN;WPR;UMC;2025;4;5_14;;
International conveyance (CHARO);XXL;OTHER;;2025;12;0_4;;
International conveyance (CHARO);XXL;OTHER;;2025;3;65+;;
International conveyance (CHARO);XXL;OTHER;;2025;12;5_14;;
International conveyance (CHARO);XXL;OTHER;;2025;4;65+;;
International conveyance (CHARO);XXL;OTHER;;2025;9;5_14;;
International conveyance (CHARO);XXL;OTHER;;2025;9;0_4;;
International conveyance (CHARO);XXL;OTHER;;2025;8;5_14;;
International conveyance (CHARO);XXL;OTHER;;2025;8;0_4;;
International conveyance (CHARO);XXL;OTHER;;2025;7;5_14;;
International conveyance (CHARO);XXL;OTHER;;2025;6;65+;;
International conveyance (CHARO);XXL;OTHER;;2025;4;0_4;;
International conveyance (CHARO);XXL;OTHER;;2025;3;0_4;;
Indonesia;IDN;WPR;UMC;2025;11;0_4;;
International conveyance (CHARO);XXL;OTHER;;2025;2;0_4;;
International conveyance (CHARO);XXL;OTHER;;2025;12;15_64;;
International conveyance (CHARO);XXL;OTHER;;2025;11;5_14;;
International conveyance (CHARO);XXL;OTHER;;2025;10;5_14;;
International conveyance (CHARO);XXL;OTHER;;2025;7;15_64;;
International conveyance (CHARO);XXL;OTHER;;2025;6;5_14;;
International conveyance (CHARO);XXL;OTHER;;2025;6;0_4;;
International conveyance (CHARO);XXL;OTHER;;2025;5;5_14;;
International conveyance (CHARO);XXL;OTHER;;2025;5;0_4;;
International conveyance (CHARO);XXL;OTHER;;2025;1;0_4;;
International conveyance (CHARO);XXL;OTHER;;2025;10;15_64;;
Indonesia;IDN;WPR;UMC;2025;4;0_4;;
Indonesia;IDN;WPR;UMC;2025;3;5_14;;
Indonesia;IDN;WPR;UMC;2025;3;65+;;
Indonesia;IDN;WPR;UMC;2025;2;65+;;
Indonesia;IDN;WPR;UMC;2025;1;65+;;
Indonesia;IDN;WPR;UMC;2025;12;0_4;;
Indonesia;IDN;WPR;UMC;2025;9;65+;;
Indonesia;IDN;WPR;UMC;2025;9;5_14;;
Indonesia;IDN;WPR;UMC;2025;8;65+;;
Indonesia;IDN;WPR;UMC;2025;8;5_14;;
Indonesia;IDN;WPR;UMC;2025;7;65+;;
Indonesia;IDN;WPR;UMC;2025;7;5_14;;
Indonesia;IDN;WPR;UMC;2025;7;0_4;;
Indonesia;IDN;WPR;UMC;2025;6;15_64;;
Indonesia;IDN;WPR;UMC;2025;5;15_64;;
India;IND;SEAR;LMC;2025;12;15_64;;
India;IND;SEAR;LMC;2025;9;65+;;
India;IND;SEAR;LMC;2025;9;5_14;;
India;IND;SEAR;LMC;2025;12;65+;;
Indonesia;IDN;WPR;UMC;2025;4;65+;;
Indonesia;IDN;WPR;UMC;2025;5;0_4;;
Indonesia;IDN;WPR;UMC;2025;6;0_4;;
Indonesia;IDN;WPR;UMC;2025;7;15_64;;
Indonesia;IDN;WPR;UMC;2025;10;0_4;;
Indonesia;IDN;WPR;UMC;2025;3;0_4;;
Indonesia;IDN;WPR;UMC;2025;9;15_64;;
Indonesia;IDN;WPR;UMC;2025;2;5_14;;
Indonesia;IDN;WPR;UMC;2025;6;65+;;
Indonesia;IDN;WPR;UMC;2025;2;0_4;;
Indonesia;IDN;WPR;UMC;2025;6;5_14;;
Indonesia;IDN;WPR;UMC;2025;1;5_14;;
Indonesia;IDN;WPR;UMC;2025;10;65+;;
Indonesia;IDN;WPR;UMC;2025;5;65+;;
Indonesia;IDN;WPR;UMC;2025;5;5_14;;
Indonesia;IDN;WPR;UMC;2025;4;15_64;;
Indonesia;IDN;WPR;UMC;2025;3;15_64;;
Indonesia;IDN;WPR;UMC;2025;2;15_64;;
Indonesia;IDN;WPR;UMC;2025;12;5_14;;
Indonesia;IDN;WPR;UMC;2025;12;15_64;;
Indonesia;IDN;WPR;UMC;2025;1;15_64;;
Indonesia;IDN;WPR;UMC;2025;8;15_64;;
Indonesia;IDN;WPR;UMC;2025;1;0_4;;
International conveyance (CHARO);XXL;OTHER;;2025;11;15_64;;
International conveyance (CHARO);XXL;OTHER;;2025;1;15_64;;
International conveyance (CHARO);XXL;OTHER;;2025;12;65+;;
International conveyance (CHEFOO);XXG;OTHER;;2025;11;5_14;;
International conveyance (CHEFOO);XXG;OTHER;;2025;10;65+;;
International conveyance (CHEFOO);XXG;OTHER;;2025;10;5_14;;
International conveyance (CHEFOO);XXG;OTHER;;2025;9;15_64;;
International conveyance (CHEFOO);XXG;OTHER;;2025;8;15_64;;
International conveyance (CHEFOO);XXG;OTHER;;2025;7;15_64;;
International conveyance (CHEFOO);XXG;OTHER;;2025;4;65+;;
International conveyance (CHEFOO);XXG;OTHER;;2025;4;0_4;;
International conveyance (CHEFOO);XXG;OTHER;;2025;3;0_4;;
International conveyance (CHEFOO);XXG;OTHER;;2025;2;0_4;;
International conveyance (CHEFOO);XXG;OTHER;;2025;1;0_4;;
International conveyance (CHEFOO);XXG;OTHER;;2025;9;5_14;;
International conveyance (CHEFOO);XXG;OTHER;;2025;9;0_4;;
International conveyance (CHEFOO);XXG;OTHER;;2025;8;5_14;;
International conveyance (CHEFOO);XXG;OTHER;;2025;8;0_4;;
International conveyance (CHEFOO);XXG;OTHER;;2025;7;0_4;;
International conveyance (CHEFOO);XXG;OTHER;;2025;6;65+;;
International conveyance (CHEFOO);XXG;OTHER;;2025;11;65+;;
International conveyance (cruise ship);XXV;OTHER;;2025;5;0_4;;
International conveyance (cruise ship);XXV;OTHER;;2025;6;0_4;;
International conveyance (cruise ship);XXV;OTHER;;2025;6;65+;;
International conveyance (cruise ship);XXV;OTHER;;2025;2;15_64;;
International conveyance (cruise ship);XXV;OTHER;;2025;11;5_14;;
International conveyance (cruise ship);XXV;OTHER;;2025;1;15_64;;
International conveyance (cruise ship);XXV;OTHER;;2025;11;0_4;;
International conveyance (cruise ship);XXV;OTHER;;2025;10;5_14;;
International conveyance (cruise ship);XXV;OTHER;;2025;10;0_4;;
International conveyance (cruise ship);XXV;OTHER;;2025;9;65+;;
International conveyance (cruise ship);XXV;OTHER;;2025;8;65+;;
International conveyance (CHEFOO);XXG;OTHER;;2025;12;15_64;;
International conveyance (cruise ship);XXV;OTHER;;2025;7;65+;;
International conveyance (cruise ship);XXV;OTHER;;2025;6;15_64;;
International conveyance (cruise ship);XXV;OTHER;;2025;5;5_14;;
International conveyance (cruise ship);XXV;OTHER;;2025;5;15_64;;
International conveyance (cruise ship);XXV;OTHER;;2025;4;0_4;;
International conveyance (cruise ship);XXV;OTHER;;2025;12;65+;;
International conveyance (cruise ship);XXV;OTHER;;2025;12;5_14;;
International conveyance (cruise ship);XXV;OTHER;;2025;11;15_64;;
International conveyance (cruise ship);XXV;OTHER;;2025;10;15_64;;
International conveyance (cruise ship);XXV;OTHER;;2025;6;5_14;;
International conveyance (CHEFOO);XXG;OTHER;;2025;5;65+;;
International conveyance (CHEFOO);XXG;OTHER;;2025;4;5_14;;
International conveyance (CHEFOO);XXG;OTHER;;2025;11;0_4;;
International conveyance (CHEFOO);XXG;OTHER;;2025;10;15_64;;
International conveyance (CHEFOO);XXG;OTHER;;2025;7;5_14;;
International conveyance (CHEFOO);XXG;OTHER;;2025;6;0_4;;
International conveyance (CHEFOO);XXG;OTHER;;2025;5;15_64;;
International conveyance (CHARO);XXL;OTHER;;2025;11;65+;;
International conveyance (CHARO);XXL;OTHER;;2025;11;0_4;;
International conveyance (CHARO);XXL;OTHER;;2025;10;65+;;
International conveyance (CHARO);XXL;OTHER;;2025;10;0_4;;
International conveyance (CHEFOO);XXG;OTHER;;2025;11;15_64;;
International conveyance (CHARO);XXL;OTHER;;2025;9;15_64;;
International conveyance (CHARO);XXL;OTHER;;2025;5;65+;;
International conveyance (CHARO);XXL;OTHER;;2025;4;5_14;;
International conveyance (CHARO);XXL;OTHER;;2025;4;15_64;;
International conveyance (CHARO);XXL;OTHER;;2025;3;5_14;;
International conveyance (CHARO);XXL;OTHER;;2025;3;15_64;;
International conveyance (CHARO);XXL;OTHER;;2025;2;5_14;;
International conveyance (CHARO);XXL;OTHER;;2025;2;15_64;;
International conveyance (CHARO);XXL;OTHER;;2025;1;5_14;;
International conveyance (CHARO);XXL;OTHER;;2025;8;15_64;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;6;15_64;;
International conveyance (CHEFOO);XXG;OTHER;;2025;12;0_4;;
International conveyance (CHEFOO);XXG;OTHER;;2025;1;65+;;
International conveyance (CHEFOO);XXG;OTHER;;2025;4;15_64;;
International conveyance (CHEFOO);XXG;OTHER;;2025;3;5_14;;
International conveyance (CHEFOO);XXG;OTHER;;2025;10;0_4;;
International conveyance (CHEFOO);XXG;OTHER;;2025;3;15_64;;
International conveyance (CHEFOO);XXG;OTHER;;2025;2;5_14;;
International conveyance (CHEFOO);XXG;OTHER;;2025;9;65+;;
International conveyance (CHEFOO);XXG;OTHER;;2025;2;15_64;;
International conveyance (CHEFOO);XXG;OTHER;;2025;1;5_14;;
International conveyance (CHEFOO);XXG;OTHER;;2025;12;5_14;;
International conveyance (CHEFOO);XXG;OTHER;;2025;8;65+;;
International conveyance (CHEFOO);XXG;OTHER;;2025;7;65+;;
International conveyance (CHEFOO);XXG;OTHER;;2025;6;5_14;;
International conveyance (CHEFOO);XXG;OTHER;;2025;6;15_64;;
International conveyance (CHEFOO);XXG;OTHER;;2025;5;5_14;;
International conveyance (CHEFOO);XXG;OTHER;;2025;5;0_4;;
International conveyance (CHEFOO);XXG;OTHER;;2025;3;65+;;
International conveyance (CHEFOO);XXG;OTHER;;2025;2;65+;;
International conveyance (CHEFOO);XXG;OTHER;;2025;12;65+;;
International conveyance (CHEFOO);XXG;OTHER;;2025;1;15_64;;
India;IND;SEAR;LMC;2025;9;0_4;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;6;5_14;;
International conveyance (ICKIRIBATI);XXI;OTHER;;2025;8;65+;;
Ireland;IRL;EUR;HIC;2025;12;15_64;;
Ireland;IRL;EUR;HIC;2025;11;5_14;1;
Ireland;IRL;EUR;HIC;2025;11;0_4;;
Ireland;IRL;EUR;HIC;2025;10;15_64;1;
Ireland;IRL;EUR;HIC;2025;10;0_4;;
Ireland;IRL;EUR;HIC;2025;5;65+;;
Ireland;IRL;EUR;HIC;2025;4;5_14;;
Ireland;IRL;EUR;HIC;2025;3;5_14;;
Ireland;IRL;EUR;HIC;2025;2;5_14;;
Ireland;IRL;EUR;HIC;2025;1;5_14;;
Ireland;IRL;EUR;HIC;2025;11;15_64;;
Ireland;IRL;EUR;HIC;2025;11;65+;10;
Ireland;IRL;EUR;HIC;2025;10;65+;14;
Ireland;IRL;EUR;HIC;2025;10;5_14;;
Ireland;IRL;EUR;HIC;2025;9;65+;2;
Ireland;IRL;EUR;HIC;2025;6;5_14;;
Ireland;IRL;EUR;HIC;2025;6;15_64;;
Ireland;IRL;EUR;HIC;2025;12;5_14;;
Ireland;IRL;EUR;HIC;2025;12;65+;8;
Isle of Man;IMN;EUR;HIC;2025;1;0_4;;
Isle of Man;IMN;EUR;HIC;2025;2;0_4;;
Isle of Man;IMN;EUR;HIC;2025;4;15_64;;
Isle of Man;IMN;EUR;HIC;2025;6;15_64;;
Isle of Man;IMN;EUR;HIC;2025;3;15_64;;
Isle of Man;IMN;EUR;HIC;2025;2;15_64;;
Isle of Man;IMN;EUR;HIC;2025;3;65+;;
Isle of Man;IMN;EUR;HIC;2025;1;15_64;;
Isle of Man;IMN;EUR;HIC;2025;12;65+;;
Isle of Man;IMN;EUR;HIC;2025;2;65+;;
Ireland;IRL;EUR;HIC;2025;9;5_14;;
Isle of Man;IMN;EUR;HIC;2025;11;15_64;;
Isle of Man;IMN;EUR;HIC;2025;10;15_64;;
Isle of Man;IMN;EUR;HIC;2025;9;0_4;;
Isle of Man;IMN;EUR;HIC;2025;8;0_4;;
Isle of Man;IMN;EUR;HIC;2025;6;5_14;;
Isle of Man;IMN;EUR;HIC;2025;5;5_14;;
Isle of Man;IMN;EUR;HIC;2025;5;15_64;;
Isle of Man;IMN;EUR;HIC;2025;4;0_4;;
Isle of Man;IMN;EUR;HIC;2025;3;0_4;;
Isle of Man;IMN;EUR;HIC;2025;1;65+;;
Isle of Man;IMN;EUR;HIC;2025;1;5_14;;
Ireland;IRL;EUR;HIC;2025;6;0_4;;
Ireland;IRL;EUR;HIC;2025;9;15_64;;
Ireland;IRL;EUR;HIC;2025;1;0_4;;
Ireland;IRL;EUR;HIC;2025;2;15_64;;
Ireland;IRL;EUR;HIC;2025;1;15_64;;
Iraq;IRQ;EMR;UMC;2025;11;65+;;
Iraq;IRQ;EMR;UMC;2025;11;5_14;;
Iraq;IRQ;EMR;UMC;2025;11;0_4;;
Iraq;IRQ;EMR;UMC;2025;10;65+;;
Iraq;IRQ;EMR;UMC;2025;10;5_14;;
Iraq;IRQ;EMR;UMC;2025;12;5_14;;
Iraq;IRQ;EMR;UMC;2025;10;15_64;;
Iraq;IRQ;EMR;UMC;2025;12;0_4;;
Iraq;IRQ;EMR;UMC;2025;6;0_4;;
Iraq;IRQ;EMR;UMC;2025;9;65+;;
Iraq;IRQ;EMR;UMC;2025;5;5_14;;
Iraq;IRQ;EMR;UMC;2025;9;15_64;;
Iraq;IRQ;EMR;UMC;2025;5;0_4;;
Iraq;IRQ;EMR;UMC;2025;8;15_64;;
Ireland;IRL;EUR;HIC;2025;3;15_64;;
Ireland;IRL;EUR;HIC;2025;2;0_4;;
Ireland;IRL;EUR;HIC;2025;4;15_64;;
Ireland;IRL;EUR;HIC;2025;3;0_4;;
Ireland;IRL;EUR;HIC;2025;5;15_64;;
Ireland;IRL;EUR;HIC;2025;5;0_4;;
Ireland;IRL;EUR;HIC;2025;9;0_4;;
Ireland;IRL;EUR;HIC;2025;4;65+;;
Ireland;IRL;EUR;HIC;2025;3;65+;;
Ireland;IRL;EUR;HIC;2025;8;65+;1;
Ireland;IRL;EUR;HIC;2025;2;65+;;
Ireland;IRL;EUR;HIC;2025;1;65+;;
Ireland;IRL;EUR;HIC;2025;5;5_14;;
Ireland;IRL;EUR;HIC;2025;8;5_14;;
Ireland;IRL;EUR;HIC;2025;7;5_14;;
Ireland;IRL;EUR;HIC;2025;12;0_4;;
Ireland;IRL;EUR;HIC;2025;7;15_64;;
Ireland;IRL;EUR;HIC;2025;8;0_4;;
Ireland;IRL;EUR;HIC;2025;6;65+;;
Ireland;IRL;EUR;HIC;2025;7;65+;;
Ireland;IRL;EUR;HIC;2025;4;0_4;;
Ireland;IRL;EUR;HIC;2025;7;0_4;;
Ireland;IRL;EUR;HIC;2025;8;15_64;;
Iraq;IRQ;EMR;UMC;2025;4;15_64;;
Isle of Man;IMN;EUR;HIC;2025;5;65+;;
Isle of Man;IMN;EUR;HIC;2025;6;65+;;
Israel;ISR;EUR;HIC;2025;3;65+;;
Israel;ISR;EUR;HIC;2025;8;5_14;;
Israel;ISR;EUR;HIC;2025;3;15_64;;
Israel;ISR;EUR;HIC;2025;12;65+;;
Israel;ISR;EUR;HIC;2025;8;0_4;;
Israel;ISR;EUR;HIC;2025;11;0_4;;
Israel;ISR;EUR;HIC;2025;2;65+;;
Israel;ISR;EUR;HIC;2025;10;0_4;;
Israel;ISR;EUR;HIC;2025;7;65+;;
